Date mutation;Region;Valeur fonciere;Surface reelle bati;Nombre pieces principales;Prix au m2 (Surface bati)
2021-06-30;Ile-de-France;542067.0;61.0;3.0;11277.0
2021-07-01;Ile-de-France;381027.0;58.0;3.0;7762.0
2021-07-02;Ile-de-France;434645.0;59.0;3.0;8078.0
2021-07-03;Ile-de-France;185927.0;54.0;3.0;4053.0
2021-07-05;Ile-de-France;505081.0;60.0;3.0;9807.0
2021-07-06;Ile-de-France;386702.0;58.0;3.0;7380.0
2021-07-07;Ile-de-France;396742.0;56.0;3.0;8226.0
2021-07-08;Ile-de-France;437487.0;59.0;3.0;8307.0
2021-07-09;Ile-de-France;432535.0;61.0;3.0;7499.0
2021-07-10;Ile-de-France;228691.0;59.0;3.0;3741.0
2021-07-11;Ile-de-France;228250.0;66.0;3.0;3458.0
2021-07-12;Ile-de-France;458829.0;62.0;3.0;7354.0
2021-07-13;Ile-de-France;412459.0;57.0;3.0;7708.0
2021-07-14;Ile-de-France;222500.0;29.0;2.0;9386.0
2021-07-15;Ile-de-France;403436.0;59.0;3.0;7910.0
2021-07-16;Ile-de-France;413776.0;60.0;3.0;7220.0
2021-07-17;Ile-de-France;209554.0;59.0;3.0;3584.0
2021-07-19;Ile-de-France;1175262.0;59.0;3.0;22892.0
2021-07-20;Ile-de-France;402660.0;57.0;3.0;7641.0
2021-07-21;Ile-de-France;421913.0;58.0;3.0;8630.0
2021-07-23;Ile-de-France;403581.0;58.0;3.0;7715.0
2021-07-24;Ile-de-France;271370.0;60.0;3.0;7387.0
2021-07-26;Ile-de-France;460118.0;61.0;3.0;8108.0
2021-07-27;Ile-de-France;387356.0;57.0;3.0;7558.0
2021-07-28;Ile-de-France;461174.0;59.0;3.0;8492.0
2021-07-29;Ile-de-France;443791.0;59.0;3.0;7688.0
2021-07-30;Ile-de-France;467758.0;60.0;3.0;9593.0
2021-07-31;Ile-de-France;192184.0;50.0;2.0;3857.0
2021-08-02;Ile-de-France;384099.0;60.0;3.0;6681.0
